name,image_src,url,table_check,qualification,expertise
รศ. พญ.สุขศรี โชติกวณิชย์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713509_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A8%E0%B8%A3%E0%B8%B5_%E0%B9%82%E0%B8%8A%E0%B8%95%E0%B8%B4%E0%B8%81%E0%B8%A7%E0%B8%93%E0%B8%B4%E0%B8%8A%E0%B8%A2%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=629,,"แพทย์ประจำบ้านสาขาจักษุวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2547แพทย์ประจำบ้านต่อยอดสาขาจักษุวิทยากระจกตาและการแก้ไขสายตา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2548Research Fellow in Cornea and Refractive Surgery Cullen Eye Institute, Baylor College of Medicine, Houston, TX, พ.ศ.2551Research Fellow in Cornea and Refractive Surgery, Vision Rehabilitation, Massachusetts Eye and Ear Infirmary, Boston, USA, พ.ศ.2551",กระจกตา และ แก้ไขสายตาด้วยเลเซอร์ เลสิก
ผศ. พญ.สุชาดา กัมปนาทแสนยากร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587715101_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%8A%E0%B8%B2%E0%B8%94%E0%B8%B2_%E0%B8%81%E0%B8%B1%E0%B8%A1%E0%B8%9B%E0%B8%99%E0%B8%B2%E0%B8%97%E0%B9%81%E0%B8%AA%E0%B8%99%E0%B8%A2%E0%B8%B2%E0%B8%81%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=355,"จันทร์ 17:00 - 18:48 น. สัปดาห์ที่ 1,3",การถนอมสายตา,จักษุวิทยาเด็กและตาเข
รศ. พญ.สุชาดา อินทวิวัฒน์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587633675_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%8A%E0%B8%B2%E0%B8%94%E0%B8%B2_%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A7%E0%B8%B4%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=58,"พุธ 09:00 - 10:50 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 16:00 - 10:30 น. สัปดาห์ที่ 5 16:00 - 19:00 น. สัปดาห์ที่ 1,2,3,4",แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2537ประกาศนียบัตรบัณฑิตทางวิทยาศาสตร์การแพทย์คลินิก (สูติศาสตร์นรีเวชวิทยา) พ.ศ.2541วุฒิบัตรสาขาสูติศาสตร์และนรีเวชวิทยา พ.ศ.2543วุฒิบัตรสาขาเวชศาสตร์ครอบครัว พ.ศ.2546วุฒิบัตรอนุสาขาเวชศาสตร์การเจริญพันธุ์ พ.ศ.2553,ต่อมไร้ท่อทางนรีเวชและวัยทอง
อ. นพ.สุชาย ศรีทิพยวรรณ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587703075_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%8A%E0%B8%B2%E0%B8%A2_%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A2%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=179,"พฤหัสบดี 14:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคไต
นพ.สุทธิรักษ์ สิตะโปสะ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587714746_%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C_%E0%B8%AA%E0%B8%B4%E0%B8%95%E0%B8%B0%E0%B9%82%E0%B8%9B%E0%B8%AA%E0%B8%B0.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=349,"จันทร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 08:00 - 13:00 น. สัปดาห์ที่ 1,2,3,4,5 14:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4 14:00 - 18:00 น. สัปดาห์ที่ 5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยธรรมศาสตร์ พ.ศ.2551ประกาศนียบัตรบัณฑิตชั้นสูงวิทยาศาสตร์การแพทย์คลินิก พ.ศ.2555วุฒิบัตรอายุรศาสตร์ทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2556,อายุรศาสตร์ทั่วไป
นพ.สุทธิศักดิ์ วัฒนสารสมบูรณ์,https://www.siphhospital.com/assets/img/no_profile.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1098,,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน
ศ. นพ.สุทิน ศรีอัษฎาพร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587709129_%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%97%E0%B8%B4%E0%B8%99_%E0%B8%A8%E0%B8%A3%E0%B8%B5%E0%B8%AD%E0%B8%B1%E0%B8%A9%E0%B8%8E%E0%B8%B2%E0%B8%9E%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=281,"จันทร์ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 08:30 - 09:30 น. สัปดาห์ที่ 1,2,3,4,5",เบาหวานป้องกันได้,ต่อมไร้ท่อและเมตะบอลิสม
ผศ. นพ.สุธีคณิต หัถพรสวรรค์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587712419_Logo.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=661,"อังคาร 14:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5",,ศัลยศาสตร์หลอดเลือด
อ. พญ.สุนันท์ องอาจ,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587697611_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B9%8C_%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%88.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=113,"พฤหัสบดี 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",นอนกรน โรคหยุดหายใจขณะหลับ(Obstructive Sleep Apnea),รับ Case general (ENT) 1. Dysphagia (กลืนลำบาก) 2. Thyroid 3. Cancer larnygeal (มะเร็งกล่องเสียง) 4. Larnygeal hypopharyng) Remark: 1. ไม่รับ Vertigo
รศ. นพ.สุนัย ลีวันแสงทอง,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587707326_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%B1%E0%B8%A2_%E0%B8%A5%E0%B8%B5%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%87.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=247,"พุธ 14:30 - 15:30 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 12:00 - 14:30 น. สัปดาห์ที่ 1,2,3,4,5",ปัสสาวะบ่อย ปัสสาวะขัดกระเพาะปัสสาวะอักเสบหรือเปล่า?,โรคต่อมลูกหมาก
พญ.สุนิดา ไชยเนตร,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587714703_%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%99%E0%B8%B4%E0%B8%94%E0%B8%B2_%E0%B9%84%E0%B8%8A%E0%B8%A2%E0%B9%80%E0%B8%99%E0%B8%95%E0%B8%A3.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=348,"จันทร์ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อังคาร 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 13:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 17:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พฤหัสบดี 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 11:00 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 07:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ มหาวิทยาลัยศรีนครินทรวิโรฒ พ.ศ.2551วุฒิบัตรอายุรศาสตร์ทั่วไป คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557,อายุรศาสตร์ทั่วไป
ผศ. นพ.สุพจน์ นิ่มอนงค์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587719454_%E0%B8%AD.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%9E%E0%B8%88%E0%B8%99%E0%B9%8C_%E0%B8%99%E0%B8%B4%E0%B9%88%E0%B8%A1%E0%B8%AD%E0%B8%99%E0%B8%87%E0%B8%84%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=384,"จันทร์ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคระบบทางเดินอาหาร
อ. พญ.สุพัตรา รุ่งไมตรี,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588046280_%E0%B8%AD.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%9E%E0%B8%B1%E0%B8%95%E0%B8%A3%E0%B8%B2_%E0%B8%A3%E0%B8%B8%E0%B9%88%E0%B8%87%E0%B9%84%E0%B8%A1%E0%B8%95%E0%B8%A3%E0%B8%B5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=700,"จันทร์ 13:00 - 16:30 น. สัปดาห์ที่ 1,2,3,4,5",“โนโรไวรัส” Norovirusโรคระบาดในเด็ก,โรคติดเชื้อ
รศ. นพ.สุภเลิศ ประคุณหังสิต,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588041275_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A0%E0%B9%80%E0%B8%A5%E0%B8%B4%E0%B8%A8_%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%AB%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=388,"ศุกร์ 13:40 - 15:56 น. สัปดาห์ที่ 1,2,3,4,5 เสาร์ 09:40 - 11:56 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ. 2550วุฒิบัตรสาขาจักษุวิทยา คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ. 2556,จอตา และวุ้นตา
รศ. นพ.สุภักดี จุลวิจิตรพงษ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587633739_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A0%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B5_%E0%B8%88%E0%B8%B8%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%88%E0%B8%B4%E0%B8%95%E0%B8%A3%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=59,"พฤหัสบดี 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 18:00 น. สัปดาห์ที่ 5",ประจำเดือนมาไม่ปกติ บอกอะไร? (Amenorrhea),สูติศาสตร์นรีเวชวิทยา
ศ.คลินิก พญ.สุภาวดี ลิขิตมาศกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587711121_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A0%E0%B8%B2%E0%B8%A7%E0%B8%94%E0%B8%B5_%E0%B8%A5%E0%B8%B4%E0%B8%82%E0%B8%B4%E0%B8%95%E0%B8%A1%E0%B8%B2%E0%B8%A8%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=299,"จันทร์ 16:30 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5","วิทยาศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2524แพทยศาสตรบัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2526วุฒิบัตรสาขากุมารเวชศาสตร์ แพทยสภา พ.ศ.2532Fellow in Pediatric Endocrinology, The Chlidren's Hospital, Sydney ประเทศออสเตรเลีย พ.ศ.2537Certificate in First Asia-Pacific Diabetes Epidemiology training Course supported by WHO, US-NIH, JDF and KDA พ.ศ.2541วุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา พ.ศ.2545อนุสาขากุมารเวชศาสตร์โรคต่อมไร้ท่อและเมตาบอลิสม ราชวิทยาลัยกุมารแพทย์แห่งประเทศไทย พ.ศ.2547",กุมารเวชศาสตร์ต่อมไร้ท่อและเมตาบอลิสม
อ. พญ.สุมนา ศรีสูงเนิน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1646624686_Sumana.S.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=1172,"พฤหัสบดี 14:00 - 17:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 16:30 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 อาทิตย์ 14:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2557ประกาศนียบัตรบัณฑิตชั้นสูง (เวชศาสตร์ฟื้นฟู) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2561วุฒิบัตรสาขาเวชศาสตร์ฟื้นฟู คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2563,"Musculoskeletal pain management, Neurological rehabilitation, General rehabilitation"
รศ. พญ.สุมาลี หวังวีรวงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702626_Logo.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=727,"พฤหัสบดี 08:30 - 11:30 น. สัปดาห์ที่ 1,2,3,4",การถนอมสายตา,จักษุวิทยา
รศ. นพ.สุรชัย ลิขสิทธิ์วัฒนกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587630274_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%8A%E0%B8%B1%E0%B8%A2_%E0%B8%A5%E0%B8%B4%E0%B8%82%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B9%8C%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=15,"เสาร์ 16:00 - 18:00 น. สัปดาห์ที่ 1,2,3,4,5",โรคมือ เท้า ปาก(hand-foot-and-mouth disease),ประสาทวิทยา
นพ.สุรเดช เชื้อพานิช,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713289_%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B9%80%E0%B8%94%E0%B8%8A_%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%9E%E0%B8%B2%E0%B8%99%E0%B8%B4%E0%B8%8A.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=326,,เฝ้าระวังศีรษะกระแทก 72 ชั่วโมง,เวชศาสตร์ฉุกเฉิน
ผศ. นพ.สุรพล กอบวรรธนะกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702730_%E0%B8%9C%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%9E%E0%B8%A5_%E0%B8%81%E0%B8%AD%E0%B8%9A%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%98%E0%B8%99%E0%B8%B0%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=170,"จันทร์ 14:00 - 16:00 น. สัปดาห์ที่ 1,2,3,4,5 พุธ 10:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคติดเชื้อ
ศ.เกียรติคุณ นพ.สุรพล สุวรรณกูล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587713960_%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%9E%E0%B8%A5_%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%81%E0%B8%B9%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=603,,"แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลAmerican Board Internal Medicine, University of Maryland ประเทศสหรัฐอเมริกาAmerican Board Infectious Disease ประเทศสหรัฐอเมริกาอนุมัติบัตรสาขาอายุรศาสตร์ แพทยสภาอนุมัติบัตรสาขาอายุรศาสตร์โรคติดเชื้อ แพทยสภาวุฒิบัตรสาขาเวชศาสตร์ครอบครัว แพทยสภา",-
ศ. นพ.สุรพล อิสรไกรศีล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588046541_%E0%B8%A8.%E0%B8%99%E0%B8%9E._%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%9E%E0%B8%A5_%E0%B8%AD%E0%B8%B4%E0%B8%AA%E0%B8%A3%E0%B9%84%E0%B8%81%E0%B8%A3%E0%B8%A8%E0%B8%B5%E0%B8%A5.png,https://www.siphhospital.com/th/medical-services/doctor-biography?id=448,,,อายุรศาสตร์โลหิตวิทยา
ศ.คลินิก นพ.สุรศักดิ์ นิลกานุวงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587702545_%E0%B8%A8.%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B8%99%E0%B8%B4%E0%B8%A5%E0%B8%81%E0%B8%B2%E0%B8%99%E0%B8%B8%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=165,"พุธ 08:00 - 11:15 น. สัปดาห์ที่ 3 12:00 - 14:00 น. สัปดาห์ที่ 1,2,4,5 ศุกร์ 07:30 - 12:30 น. สัปดาห์ที่ 1,2,3,4,5 13:00 - 15:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์โรคข้อและรูมาติซั่ม
รศ. นพ.สุรศักดิ์ อังสุวัฒนา,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587633770_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%A8%E0%B8%B1%E0%B8%81%E0%B8%94%E0%B8%B4%E0%B9%8C_%E0%B8%AD%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B2.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=60,"อังคาร 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4 09:00 - 19:00 น. สัปดาห์ที่ 5 พุธ 17:00 - 20:00 น. สัปดาห์ที่ 1,2,3,4,5 ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",ประจำเดือนมาไม่ปกติ บอกอะไร?,สูติศาสตร์นรีเวชวิทยา
รศ. นพ.สุรัตน์ ทองอยู่,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587697897_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C_%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AD%E0%B8%A2%E0%B8%B9%E0%B9%88.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=118,"จันทร์ 08:30 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",,อายุรศาสตร์เวชบำบัดวิกฤต
ผศ. พญ.สุรีย์ลักษณ์ สุจริตพงศ์,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587630320_%E0%B8%9C%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C%E0%B8%A5%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%93%E0%B9%8C_%E0%B8%AA%E0%B8%B8%E0%B8%88%E0%B8%A3%E0%B8%B4%E0%B8%95%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=16,"เสาร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,3,4,5 13:00 - 16:00 น. สัปดาห์ที่ 1,3,4,5",,พัฒนาการเด็ก
รศ. พญ.สุรีย์ สมประดีกุล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587634674_%E0%B8%A3%E0%B8%A8.%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A2%E0%B9%8C_%E0%B8%AA%E0%B8%A1%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%94%E0%B8%B5%E0%B8%81%E0%B8%B8%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=71,,"แพทยศาสตรบัณฑิต (เกียรตินิยมอันดับ 1) คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดล พ.ศ.2533Internal Medicine Internship and Residency, University Hospitals of Cleveland, Case Western Reserve University School of Medicine, Cleveland, Ohioพ.ศ.2539Pulmonary/Critical Care Medicine Fellowship, University of California, San Diego, Californiaพ.ศ.2542",อายุรศาสตร์โรคระบบทางเดินหายใจ (Pulmonary Disease and Critical Care Medicine)
ศ. นพ.สุโรจน์ ศุภเวคิน,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1588047123_%E0%B8%A3%E0%B8%A8.%E0%B8%99%E0%B8%9E.%E0%B8%AA%E0%B8%B8%E0%B9%82%E0%B8%A3%E0%B8%88%E0%B8%99%E0%B9%8C_%E0%B8%A8%E0%B8%B8%E0%B8%A0%E0%B9%80%E0%B8%A7%E0%B8%84%E0%B8%B4%E0%B8%99.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=470,"เสาร์ 10:00 - 14:00 น. สัปดาห์ที่ 1,2,3,4,5","แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ โรงพยาบาลรามาธิบดี มหาวิทยาลัยมหิดล พ.ศ.2534วุฒิบัตรกุมารเวชศาสตร์Mount Sinai School of Medicine in affiliation with Jersey City Medical Center, USAพ.ศ.2542วุฒิบัตรกุมารเวชศาสตร์โรคไตChildren's Hospital at Montefiore, Albert Einstein College of Medicine, USAพ.ศ.2545",โรคไตและทางเดินปัสสาวะ
พญ.สุวรรณา เกียรติสิริกมล,https://siph-space.sgp1.digitaloceanspaces.com/uploads%2Fprofile%2F1587716941_%E0%B8%9E%E0%B8%8D.%E0%B8%AA%E0%B8%B8%E0%B8%A7%E0%B8%A3%E0%B8%A3%E0%B8%93%E0%B8%B2_%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B8%A1%E0%B8%A5.jpg,https://www.siphhospital.com/th/medical-services/doctor-biography?id=567,"ศุกร์ 09:00 - 12:00 น. สัปดาห์ที่ 1,2,3,4,5",แพทยศาสตร์บัณฑิต คณะแพทยศาสตร์ศิริราชพยาบาล มหาวิทยาลัยมหิดลวุฒิบัตรศัลยศาสตร์หัวใจหลอดเลือดและทรวงอกอนุสาขาศัลยศาสตร์หัวใจชั้นสูง,ศัลยศาสตร์ทรวงอก
